,text,emotion
15807,You're quite welcome . Thank you for calling . Bye-byeB,happiness
15810,You mean I'm among the people who have to go ?,surprise
15811,Did I do something wrong ?,sadness
15812,But you know I've been working very hard . And I have a family to support .,sadness
15814,"Good morning , Mr . Huang . It's a pleasure to meet you again .",happiness
15815,Pleased to see you . Welcome to our company . I hope you have a good day .,happiness
15819,That ’ s right . Just call me if you need anything .,happiness
15822,This is Wang Ling speaking.You satisfy all the requirements . Congratulations ! You're hired .,happiness
15824,Thank you for hiring me . See you then . Bye .,happiness
15825,"Yes , I am expecting to get the bonus . I hope we will both get the salary and bonus .",happiness
15829,Thanks . It was very nice to meet you .,happiness
15832,Really ? That is amazing .,surprise
15833,Really ? That's great ! Tell me .,surprise
15835,Thanks . You can also seek job information on the Internet .,happiness
15838,You can give it a try ! May be you will succeed .,happiness
15839,"If you have any good jobs , keep an eye for me !",happiness
15841,Yes . We can make great efforts to make it become true as long as we have a clear goal .,happiness
15842,Really ? I have been there several times .,surprise
15843,"Have a nice flight back , and take care . Thanks for your call .",happiness
15845,"Yes , I'd love to . Thanks again . Goodbye .",happiness
15846,I'll come back to China tonight . I hope to see you again sometime .,happiness
15847,I hope so .,happiness
15848,I appreciate all help of you during my stay here .,happiness
15850,Please let me know when you go to China and let me be of some assistance to you .,happiness
15852,Oh . Thanks a million .,surprise
15853,How beautiful ! I love it at all .,happiness
15854,I'm glad you like it .,happiness
15857,Please forgive me for rushing into your room forgetting to knock at the door .,sadness
15858,I'm so sorry to disturb you so early .,sadness
15860,I let you down . I'll make it up to you somehow .,sadness
15861,I am sorry to have kept all of you waiting . I was delayed by something urgent .,sadness
15862,I beg your pardon for being late .,sadness
15863,"So sorry , I don't mean to be .",sadness
15864,I'm terrible sorry . I seem to have mislaid your MP4 .,sadness
15865,Very sorry that I have caused you so much trouble .,sadness
15866,Please accept my deep apology .,sadness
15867,"I am really exhausted , you know , I have been working without the weekend for two weeks . My boss always asks us to work overtime .",sadness
15868,"We all know about that , but we have no choice . The chairman of the trade union says he is going to negotiate with the management .",sadness
15869,Mr . Wilson . I'm very glad we reached the agreement at last . Now I'd like to propose a toast to the further development of our cooperation .,happiness
15870,"I'm very delighted too . I'm sure that we'll have a wider range of cooperation . So , let's drink to the signing of our contract .",happiness
15871,Bottoms up !,happiness
15873,"Good morning.So this is the first day for you to work here , I hope you'll like your job .",happiness
15875,"That's bad ! I've been trying to call him for the last ten minutes , but your line has been busy.Will he be back soon ?",sadness
15876,"Gordon , you're ever so late .",anger
15877,"Yes , I am sorry . I missed the bus .",sadness
15878,"But there's a bus every ten minutes , and you are over 1 hour late .",anger
15879,"Well , I missed several buses .",sadness
15880,How on earth can you miss several buses ?,anger
15881,"I , ah ... , I got have late .",sadness
15882,"Oh , come on , Gordon , it's the afternoon now . Why were you late really ?",anger
15883,I am not convinced by your explanation .,anger
15884,"That's bad ! I've been trying to call him for the last ten minutes , but your line has been busy . Will he be back soon ?",sadness
15885,"Well , frankly speaking , I am running a little behind . It's 40 % done .",sadness
15886,I have little chance to communicate with colleagues when I have problems . They are always too busy to help a green hand like me .,sadness
15887,I did . But I am so depressed because there is nobody that will help me .,sadness
15888,"I see your point , but I seem to be on bad terms with them .",sadness
15889,Thanks very much . I promise I will work harder .,happiness
15890,"Are you kidding ? I always get up late . Oh , my God . Can't believe that . That is terrible .",surprise
15891,Another note ? But how ? I didn't see anyone !,surprise
15892,You do ? Who ?,surprise
15893,What ? Are you serious ? You'd defect to our archrival ! ?,surprise
15894,I can't stand the stupid guy any longer . It's unbelievable .,anger
15895,He does everything so mindlessly that he is going to drive me crazy .,anger
15896,"I've told him how to do that several times , but he's never listened to me .",anger
15897,"Oh , I always have difficulty in getting along with the staff .",sadness
15899,Thanks for saying that .,happiness
15901,"Thanks , Jane . I was really surprised . I mean there were a lot of qualified people out there .",surprise
15903,Thanks a lot .,happiness
15904,You are always responsible and careful .,happiness
15906,Really ? Can I order anything I want ?,happiness
15908,"What ? Man , you don't know how to write a project report ? That's sounds a little bit ridiculous .",surprise
15909,"Don't laugh at me , please . I'm serious . I've never been required to write this kind of report before , I only do the research reports .",sadness
15910,"Are you serious ? You studied mathematics at college for four years , and now you have a job working with your hands !",surprise
15911,"Plumbing work requires mathematics knowledge , and creativity . I love this job .",happiness
15912,"I didn ’ t , but I applied for an apprenticeship , and since I studied math , AND I have a good attitude 4 , my application was accepted .",happiness
15913,Congratulations ! You do have the right attitude .,happiness
15914,"I've been so tired recently . I've been trying , but I don't think I'm up to this job .",sadness
15915,"Oh , yes , indeed . I've run out of steam . To be honest , I want to be in a different environment .",sadness
15916,Is that so ?,surprise
15918,Not at all . I ’ ll be glad to do it .,happiness
15919,Thank you very much .,happiness
15920,Thank you .,happiness
15921,Good luck to you .,happiness
15923,"Engaged . Oh , dear ! Could you tell her it's a long-distance call ?",surprise
15924,Really ? that ’ s very good . What about French ?,surprise
15925,Next week ?,surprise
15926,You mean I have the job ?,surprise
15927,Excuse me ? I hope I didn't just hear what I think I just heard .,anger
15928,You're going to make me rich by not paying me ?,anger
15929,Quit this company ? Oh ... wow .,surprise
15930,That's kind of you to say . But ... the stuff we do here hasn't really challenged me very much at all .,sadness
15931,Really ? And what led you to this conclusion ?,surprise
15932,I've been with this firm for 26 years and I'd hate to see it go down the drain due to poor leadership skills .,anger
15933,I can't believe it . I can't believe I fell into your trap .,anger
15934,Come again ? What are you talking about ? Aren't we on the same team now ?,surprise
15935,"What do you mean ? You didn't ? Oh , no ... No !",surprise
15936,But how ? So you knew all along I was with WebTracker ? How did you know ?,surprise
15937,I really feel sorry for that rhumba boy if he ever identifies himself .,sadness
15938,So do I .,sadness
15939,Do you think I believe the story like that ?,anger
15940,How can believe it if the same excuse was used twice within a week ?,anger
15941,What ? What happened ?,surprise
15942,Bingo !,happiness
15943,"Engaged.Oh , dear ! Could you tell her it's a long-distance call ?",surprise
15944,Why ? I work very hard .,surprise
15945,It's unfair .,anger
15947,See you !,happiness
15949,"Did I ? Well , anyway , you will get your raise when the economy starts picking up .",surprise
